DISTRICT,UPAZILA/THANA,INSTITUTE TYPE,INSTITUTE LEVEL,EIIN,INSTITUTE NAME,ADDRESS,POST,MOBAILE,MANAGEMENT,MPO,STUDY TYPE,AREA,GEOGRPY
Noakhali,Sonaimuri,COLLEGE,HIGHER SECONDARY ,138585,ATAUR  RAHMAN BHUIYAN COLLEGE,HOSSAINPUR,MOHESHGONJ,1818317397,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Sonaimuri,COLLEGE,DEGREE (PASS) ,107413,SONAIMURI COLLEGE,SONAIMURI,SONAIMURI,1711452385,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Noakhali,Subarnachar,COLLEGE,HIGHER SECONDARY ,135197,DESTNY  COLLEGE,CHAR TORAB ALI,CHAR LAXMI,1309135197,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Subarnachar,COLLEGE,DEGREE (PASS) ,107663,CHAR JABBAR DEGREE COLLEGE,CHAR JUBILEE,CHAR JABBAR,1911431278,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,COASTAL AREA
Noakhali,Subarnachar,COLLEGE,DEGREE (HONORS),107662,SAIKAT GOVT. DEGREE COLLEGE,CHARBATA,CHAR BATA,1718575788,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,DEGREE (PASS) ,107665,CHAR MATUA COLLEGE,NEWAZER DOGI,CHARMOTUA,1816879592,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,HIGHER SECONDARY ,138352,DR BASHIR AHMED COLLEGE,BHATERTEK,DHARMAPUR,1811602247,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,DEGREE (HONORS),107664,BHULUA DEGREE COLLEGE,DHANYAPUR,PODDAR HAT,1309107664,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,HIGHER SECONDARY ,138901,MAA COLLEGE,HUGLI,BRAHMMAPUR,1302980159,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,MASTERS ,107659,NOAKHALI GOVERNMENT COLLEGE,78 NO MAIJDI,MAIJDEE COURT,1711021929,PUBLIC,No,CO-EDUCATION JOINT,DISTRICT SADAR POURA,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,DEGREE (HONORS),107657,SONAPUR COLLEGE,SONAPUR,SONAPUR,1309107657,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,HIGHER SECONDARY ,107661,MAIJDEE PUBLIC COLLEGE,ISLAMIA ROAD,NOAKHALI,1813219689,PRIVATE,Yes,CO-EDUCATION JOINT,DISTRICT SADAR POURA,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,HIGHER SECONDARY ,131927,MAJOR (RTD) ABDUL MANNAN COLLEGE,PORCHIM CHAR URIYA,MANNAN NOGOR,1819889380,PRIVATE,No,CO-EDUCATION JOINT,RURAL,TEA GARDEN
Noakhali,Noakhali Sadar,COLLEGE,HIGHER SECONDARY ,136929,NATIONAL MODEL COLLEGE,NEW BUS STAND,MAIJDI,1965882535,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,DEGREE (HONORS),107658,NOAKHALI GOVT. MOHILA COLLEGE,PURBA LAXMI NARAYANPUR,NOAKHALI,1715008363,PUBLIC,No,GIRLS,DISTRICT SADAR POURA,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,DEGREE (HONORS),107660,BANDHER HAT A. M. COLLEGE,ATASHPUR,BADHAR HAT,1731840785,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,HIGHER SECONDARY ,138323,NOAKHALI CITY COLLEGE,"KRISHNARAMPUR, ISLAMIA ROAD, MAIJDEE COURT.",NOAKHALI,1979688588,PRIVATE,No,CO-EDUCATION JOINT,DISTRICT SADAR POURA,PLAIN LAND
Noakhali,Noakhali Sadar,COLLEGE,HIGHER SECONDARY ,137831,NOAKHALI MODEL COLLEGE,PURBA MAIJCHAR,CHARKAWNIA,1309137831,PRIVATE,No,CO-EDUCATION JOINT,RURAL,RIVER SIDE/CHAR
Rangamati,Baghaichhari,COLLEGE,DEGREE (PASS) ,107685,KACHALONG GOVT. COLLEGE,COLLEGE ROAD,MARISHYA,1553761706,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,HILLY AREA
Rangamati,Baghaichhari,COLLEGE,HIGHER SECONDARY ,107686,SHIJAK COLLEGE,SHIJAK MUKH,DURCHARI,1558670566,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Barkal Upazila,COLLEGE,HIGHER SECONDARY ,136556,BARKAL RAGIB RABEYA COLLEGE,"COLLEGE PARA,BARKAL",BARKAL,1556505546,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,HILLY AREA
Rangamati,Kawkhali (Betbunia),COLLEGE,DEGREE (PASS) ,107716,KAWKHALI  DEGREE  COLLEGE,KACHUKHALI,KALAMPATI(4510),1309107716,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,HILLY AREA
Rangamati,Kawkhali (Betbunia),COLLEGE,HIGHER SECONDARY ,107717,GHAGRA COLLEGE,GHAGRA,GHAGRA,1553506278,PRIVATE,No,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Kaptai  Upazila,COLLEGE,DEGREE (PASS) ,107738,KARNAFULI COLLEGE,BARAICHARI,BARICHARI,1819622252,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,HILLY AREA
Rangamati,Jurai Chhari Upazil,COLLEGE,HIGHER SECONDARY ,139266,SHALAK COLLEGE,Bonojogisora,JURACHARI,1820265196,PRIVATE,No,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Langadu  Upazila,COLLEGE,DEGREE (PASS) ,107764,LANGADU MODEL COLLEGE,MUSLIM BLOCK,MAYNIMUKH,1553496098,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,HILLY AREA
Rangamati,Langadu  Upazila,COLLEGE,HIGHER SECONDARY ,138027,GULSHAKHALI BORDER GUARD MODEL COLLEGE,GULSHAKHALI,MAINIMUKH,1865718872,PRIVATE,No,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Naniarchar  Upazila,COLLEGE,HIGHER SECONDARY ,107781,NANIARCHAR GOVT. COLLEGE,NANIARCHAR,NANIAR CHAR,1820178367,PUBLIC,Yes,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,HILLY AREA
Rangamati,Rajasthali  Upazila,COLLEGE,HIGHER SECONDARY ,107788,BANGAL HALIA COLLEGE,BANGAL HALIA,BANGAL HALI,1712847823,PUBLIC,Yes,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Rajasthali  Upazila,COLLEGE,HIGHER SECONDARY ,107789,RAJASTHALI GOVT. COLLEGE,RAJASTHALI,RAJASTHALI,1820041485,PUBLIC,Yes,CO-EDUCATION JOINT,RURAL,HILLY AREA
Rangamati,Rangamati Sadar  Up,COLLEGE,MASTERS ,107818,RANGAMATI GOVT. COLLEGE,COLLEGE GATE,RANGAMATI,1309107818,PUBLIC,No,CO-EDUCATION JOINT,DISTRICT SADAR POURA,HILLY AREA
Rangamati,Rangamati Sadar  Up,COLLEGE,DEGREE (PASS) ,107819,GOVT.RANGAMATI MOHILA COLLEGE,"PURATON COURT AREA, Reserve Bazar, RANGAMATI.",RANGAMATI,1732922347,PUBLIC,No,GIRLS,DISTRICT SADAR POURA,HILLY AREA
Rangamati,Rangamati Sadar  Up,COLLEGE,HIGHER SECONDARY ,138484,MAWRUM COLLEGE,"HEADMAN PARA, KUTUKCHARI, RANGAMATI-KHAGRACHARI ROAD",RANGAMATI,1629035096,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR NOT POURA,HILLY AREA
Rangamati,Rangamati Sadar  Up,COLLEGE,HIGHER SECONDARY ,136979,RANGAMATI PUBLIC COLLEGE,NARIKEL BAGAN,RANGAMATI,1715681316,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR PORA,HILLY AREA
Dhaka,Adabor,COLLEGE,HIGHER SECONDARY ,130560,QUEEN'S COLLEGE,"HOUSE 1132/C, ROAD 1/A",MOHAMMADPUR,1912486170,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Adabor,COLLEGE,HIGHER SECONDARY ,134614,MISSION INTERNATIONAL COLLEGE,"37/UMA/1, ROAD-6, BAITUL AMAN HOUSING SOCIETY",MOHAMMADPUR,1922001134,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,DEGREE (PASS) ,108032,GULSHAN COLLEGE,K 45 JOAR SAHARA,KHILKHET,1716150359,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,HIGHER SECONDARY ,108033,MAHANAGOR COLLEGE,"D.i.t.project.road no-o7.badda.dhaka.1212,",BADDA (GULSHAN),1819254914,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,DEGREE (PASS) ,131904,GULSHAN COMMERCE COLLEGE," GA-128/A  PROGOTI SARANI, GULSHAN-ADDA",GULSHAN,1711980880,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,DEGREE (HONORS),107974,DHAKA IMPERIAL COLLEGE,"35-43, AFTAB NAGAR",BADDA,1819271921,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,MASTERS ,108031,A.K.M. RAHMAT ULLAH DEGREE COLLEGE,BORO BERAID,BARA BARAID,188168214,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,HIGHER SECONDARY ,134239,MARTIN LUTHER COLLEGE,"ROAD NO # 13, HOUSE NO # 04, BLOCK # J, BARIDHARA,",BADDA,1743045343,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,HIGHER SECONDARY ,136285,UDAYAN IDEAL COLLEGE,"T-134, MIDDLE BADDA, LINGKROAD",GULSHAN,1552374194,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,HIGHER SECONDARY ,131218,KING'S COLLEGE,KA-40/2 PRAGATI SARANI,DHAKA,1720557178,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,HIGHER SECONDARY ,134620,HARVARD INTERNATIONAL COLLEGE,"KA-28/A, SAHID HARAJ SARAK, JAGANNATHPUR, VATARA, ",DHAKA-1229,1676809224,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Badda,COLLEGE,HIGHER SECONDARY ,136858,MONPURA COLLEGE,", PROGATI SARONI, BADDA",BADDA,1841244222,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Bangshal,COLLEGE,MASTERS ,108137,"SK. BORHANUDDIN COLLEGE, DHAKA","62, NAZIMUDDIN ROAD, DHAKA-1100",CHAK BAZAR,1715911022,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Banani,COLLEGE,MASTERS ,108035,GOVT. TITUMIR COLLEGE,GULSHAN ROAD,GULSHAN,1712612802,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,INDUSTRIAL AREA
Dhaka,Banani,COLLEGE,HIGHER SECONDARY ,134566,CROWN COLLEGE,"103,MOHAKHALI",MOHAKHALI,1822889900,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Banani,COLLEGE,DEGREE (HONORS),108036,T&T  MOHILA   COLLEGE,20 MOHAKHALI WIRELESS DHAKA,GULSHAN,1712036460,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,COLLEGE,MASTERS ,107855,ADAMJEE CANTONMENT COLLEGE,DHAKA CANTT DHAKA,DHAKA CANTT.,1769026056,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Cantonment,COLLEGE,HIGHER SECONDARY ,107857,SHAEED RAMIZUDDIN CANTONMENT COLLEGE,SHAHEED MANNAN LINE ROAD,DHAKA CANTONMENT,1818189720,PRIVATE,No,CO-EDUCATION JOINT,OTHER POURA AREA,PLAIN LAND
Dhaka,Chak Bazar,COLLEGE,HIGHER SECONDARY ,134596,ISLAMBAG IDEAL COLLEGE,"67/1 EAST ISLAMBAG, POSTA,CHAK BAZAR,DHAKA-1211à¦¸",POSTA,1714798688,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Chak Bazar,COLLEGE,DEGREE (HONORS),108156,HAZI SALIM DEGREE COLLEGE,"HAJI BALLU ROAD, RAHAMATGONJ",POSTA,1557304221,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dakshinkhan,COLLEGE,HIGHER SECONDARY ,136844,MILESTONE COLLEGE UTTARA,CHALABAN,DHAKA-1230,1961973051,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dakshinkhan,COLLEGE,DEGREE (HONORS),108568,SARDAR SURUZZAMAN MOHILA COLLEGE,DAKHIN KHAN,DAKSHINKHAN,1915620493,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Dakshinkhan,COLLEGE,HIGHER SECONDARY ,134599,HAZI COLLEGE,383,ASHKONA,1792156897,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dakshinkhan,COLLEGE,DEGREE (HONORS),108565,UTTARA ANWARA MODEL DEGREE COLLEGE,DASKHIN KHAN,DAKSHINKHAN,1731822596,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,COLLEGE,HIGHER SECONDARY ,107913,RONGMALA AKBAR MOHILA COLLEGE,TENGRA ROAD,SARULIA,1977674200,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,COLLEGE,MASTERS ,107908,DEMRA COLLEGE,KAMARGOP,DEMRA,1933355486,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,COLLEGE,HIGHER SECONDARY ,138848,BANGLADESH GLORIOUS GOLLEGE,THANA ROAD,DEMRA,1309138848,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,COLLEGE,HIGHER SECONDARY ,134213,SHARULIA IDEAL GIRLS COLLEGE,64NO. WEST BOXNAGAR,SARULIA,1924466573,PRIVATE,No,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,COLLEGE,DEGREE (HONORS),107911,MATUAIL HAJI ABDUL LATIF BHUIYAN COLLEGE,MATUAIL,MATUAIL,1954106221,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,COLLEGE,HIGHER SECONDARY ,137604,DEMRA IDEAL COLLEGE,DEMRA-RAMPURA ROAD,SARULIABAZAR,1706572842,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Demra,COLLEGE,HIGHER SECONDARY ,134683,GOLAM MOSTAFA MODEL COLLEGE,BASHERPUL,PARADAGAR,1712808742,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhamrai,COLLEGE,HIGHER SECONDARY ,138055,AMIN MODEL TOWN COLLEGE,DAKSHINPARA,DHAMRAI,1733027153,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Dhaka,Dhamrai,COLLEGE,HIGHER SECONDARY ,139414,AFAZ UDDIN COLLEGE,SHARIFBAG,DHAMRAI,1309107959,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Dhamrai,COLLEGE,DEGREE (HONORS),107954,NABAJUG DEGREE COLLEGE,KUSHURA,TOPERBARI,1711518898,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Dhamrai,COLLEGE,DEGREE (PASS) ,107955,BHALUM ATAUR RAHMAN KHAN COLLEGE,BHALUM,KALAMPUR,1711667554,PRIVATE,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Dhamrai,COLLEGE,MASTERS ,107953,DHAMRAI GOVT. COLLEGE,THANA ROAD,DHAMRAI,1916399844,PUBLIC,No,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Dhaka,Dhamrai,COLLEGE,HIGHER SECONDARY ,136304,RAJAPUR BEGUM ANOWARA GIRLS COLLEGE,RAJAPUR,RAJAPUR,1309136304,PRIVATE,Yes,GIRLS,RURAL,PLAIN LAND
Dhaka,Dhamrai,COLLEGE,HIGHER SECONDARY ,138809,DHAMRAI MODEL COLLEGE,"DULI VITA, ARICHA ROAD",DHAMRAI,1613770707,PRIVATE,No,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,DEGREE (HONORS),107976,UNIVERSITY WOMEN'S FEDERATION COLLEGE,"HOUSE  NO - 16 & 16/1 (NEW - 13 ) , ROAD NO-6",NEWMARKET,1747976098,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,HIGHER SECONDARY ,133714,SAMOTA COLLEGE,"HOUSE# 119, ROAD# 9/A",JIGATOLA,1819423017,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,DEGREE (PASS) ,107980,DHAKA MOHILA COLLEGE,"HOLDING-23, ROAD-7, DHANMONDI, DHAKA 1205",NEWMARKET,1998456410,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,HIGHER SECONDARY ,107979,DHAKA PRESIDENCY COLLEGE,"50, KAZI NAZRUL ISLAM AVENUE, KAWRAN BAZAR, DHAKA",ZIGATOLA,1309107979,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,MASTERS ,107977,DHAKA GOVT. COLLEGE,MIRPUR ROAD,NEWMARKET,1914254808,PUBLIC,No,BOYS,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,MASTERS ,107972,DR. MALEKA COLLEGE,DHANMONDI,ZIKATOLA,1711059841,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,DEGREE (HONORS),107971,IDEAL  COLLEGE,"65, CENTRAL ROAD",NEWMARKET,1715973391,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,MASTERS ,107975,DHAKA CITY COLLEGE,"HOUSE# 5, ROAD-2, DHANMONDI R/A",NEWMARKET,1819144421,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,HIGHER SECONDARY ,133847,DHAKA PUBLIC COLLEGE,"15/G, Zigatola",Zigatola,1309133847,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Dhanmondi,COLLEGE,HIGHER SECONDARY ,134605,HOLY FLOWER MODEL COLLEGE,"42/B,SALEK ROAD(NEW ROAD)",JIGATOLA,1711960062,PRIVATE,No,C0-EDUCATION SEPARATE,DISTRICT SADAR POURA,PLAIN LAND
Dhaka,Dohar,COLLEGE,DEGREE (HONORS),108010,JOYPARA COLLEGE,"0083-00, ROAD: JOYPARA",JOYPARA,1309108010,PRIVATE,Yes,CO-EDUCATION JOINT,UPAZILA SADAR PORA,PLAIN LAND
Dhaka,Dohar,COLLEGE,HIGHER SECONDARY ,139221,KOTHABARI COLLEGE,SHILAKOTHA,SOUTH BARHA,1309139221,PRIVATE,No,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Dohar,COLLEGE,DEGREE (HONORS),108009,GOVT. PADMA MAHBIBDDYALAY,KHARIA KHALPAR,MUKSUDPUR,1712095456,PUBLIC,Yes,CO-EDUCATION JOINT,RURAL,PLAIN LAND
Dhaka,Bhasan Tek,COLLEGE,HIGHER SECONDARY ,136841,VASHANTEK GOVT. COLLEGE,VASHANTEK  (WITHIN BRP PROJECT),DHAKA CANTONMENT,1711408518,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Bhatara,COLLEGE,HIGHER SECONDARY ,134219,QUEEN MARY COLLEGE,"K-90, PROGATI SHORNI",KHILKHET,1309134219,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Gendaria,COLLEGE,MASTERS ,108511,FAZLUL HOQ MOHILA COLLEGE,"12 AKHYADAS LANE,GANDARIYA,DHAKA-1204",FARIDABAD,1309108511,PRIVATE,Yes,GIRLS,CITY CORPORATION,PLAIN LAND
Dhaka,Gulshan,COLLEGE,HIGHER SECONDARY ,136873,GULSHAN PUBLIC COLLEGE,"KA-43, SHAHAJADPUR PROGOTI SARONI",GULSHAN,1716588354,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Gulshan,COLLEGE,HIGHER SECONDARY ,136932,GLASGOW COMMERCE COLLEGE,", SHAHJADPUR, GULSHAN, DHAKA",GULSHAN,1765994612,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Hazaribagh,COLLEGE,HIGHER SECONDARY ,136260,BEGUM SHEIKH FAZILATUNNESA MUJIB GOVT. COLLEGE,HAZARIBAGH,HAZARIBAGH,1309136260,PUBLIC,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Hazaribagh,COLLEGE,HIGHER SECONDARY ,134632,DHANMONDI COLLEGE,"78, HAZARIBAG,ZIGATALA,DHANMONDI",ZIGATALA,1712020643,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,136276,CCER MODEL COLLEGE,"5/5, PALASHPUR, DANIA",UTTAR JATRABARI,1844165858,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,131759,VERSATILE MODEL COLLEGE,PARA DOGAIR,PARA DOGAR,1309131759,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,134220,METROPOLITAN CREATIVE COLLEGE,"64/1 BRAHMANCHIRON, DHALPUR, JATRABARI, DHAKA-1203",WARI,1309134220,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,134610,NORTHERN UNIVERSITY LABORATORY COLLEGE,SONTEK PRODHAN SORAK,DONIA,1678418899,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,DEGREE (PASS) ,107909,DANIA COLLEGE,DANIA,DANIA,1715381166,PRIVATE,Yes,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,133965,"DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,JATRABARI","DMRC COLLEGE GATE, DEMRA ROAD, JATRABARI, DHAKA",MATUAIL,1712285002,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,DEGREE (HONORS),107910,R.K. CHOWDHURY COLLEGE,10/F SAIDABAD,DHAKA SADAR,1712615358,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,138824,CAPITAL COLLEGE,JATRABARI,JATRABARI,1719846495,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,137057,DHAKA CHARTERED COMMERCE COLLEGE,"01,JATRABARI",JATRABARI,1531833848,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,DEGREE (HONORS),107912,ROKEYA AHSAN COLLEGE,PARADGAR,PARADAGAR,1726793436,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,134265,"METROPALITAN COLLEGE, DHAKA",329/8 SOUTH  JATRABARI,JATRABARI,1720557188,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Jatrabari,COLLEGE,HIGHER SECONDARY ,131457,IDEAL LABORATORY COLLEGE,"BASHERPOOL,  DEMRA,  DHAKA.",PARADAGAR,1956308893,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Kadamtali,COLLEGE,HIGHER SECONDARY ,134228,MOHAMMADBUG ADORSHO COLLEGE,"1136, MOHAMMADBUG",MERAJNAGAR,1715768419,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Kalabagan,COLLEGE,HIGHER SECONDARY ,134209,HAMDARD PUBLIC COLLEGE,"151/8 Green Road, Panthapath, Kalabagan, Dhaka-120",KAWRANBAZAR,1714323989,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
Dhaka,Kamrangir Char,COLLEGE,DEGREE (PASS) ,108057,HAJI ABDUL AWAL COLLEGE,35.WEST ASHRAFABAD,ASHRAFABAD,1912095754,PRIVATE,Yes,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,COLLEGE,HIGHER SECONDARY ,136862,OXFORDIAN LABORATORY COLLEGE,"385/B, KHILGAON, DHAKA",KHILGAON,1811653505,PRIVATE,No,CO-EDUCATION JOINT,CITY CORPORATION,PLAIN LAND
Dhaka,Khilgaon,COLLEGE,HIGHER SECONDARY ,132008,"KHILGOAN IDEAL  COLLEGE  ,DHAKA -1219",1412/A  KHILGOAN,KHILGOAN,1309132008,PRIVATE,No,C0-EDUCATION SEPARATE,CITY CORPORATION,PLAIN LAND
